company_id,investor_id,ticker,company_name,investor_name,institution_type,OS_0,POS_0,MKTVAL_0,report_date_0,total_aum,aum_bin,OS_30,POS_30,MKTVAL_30,report_date_30,diff_OS_30,diff_POS_30,diff_MKTVAL_30,OS_90,POS_90,MKTVAL_90,report_date_90,diff_OS_90,diff_POS_90,diff_MKTVAL_90,OS_180,POS_180,MKTVAL_180,report_date_180,diff_OS_180,diff_POS_180,diff_MKTVAL_180,OS_270,POS_270,MKTVAL_270,report_date_270,diff_OS_270,diff_POS_270,diff_MKTVAL_270,OS_360,POS_360,MKTVAL_360,report_date_360,diff_OS_360,diff_POS_360,diff_MKTVAL_360,CountryCode,CompanyCountry,FactsetIndustryDescr,SicDescription,Sector
MXPRKX-S,002HYD-E,FRO-US,Frontline Ltd.,Allspring Global Investments LLC,Investment Adviser,0.07711651600712834,156956,1715529.0799999998,2022-06-30T00:00:00.000+0000,473066,0-10M,0.07711651600712834,156956,1715529.0799999998,2022-06-30T00:00:00.000+0000,0,0,0,0.07711651600712834,156956,1715529.0799999998,2022-06-30T00:00:00.000+0000,0,0,0,0.07711651600712834,156956,1715529.0799999998,2022-06-30T00:00:00.000+0000,0,0,0,0.07711651600712834,156956,1861498.16,2022-06-30T00:00:00.000+0000,0,0,-145969.08000000007,0.009527787904955736,19392,187714.56,2022-05-31T00:00:00.000+0000,0.0675887281021726,137564,1527814.5199999998,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,002K0M-E,FRO-US,Frontline Ltd.,Goldman Sachs Asset Management LP,Investment Adviser,0.15414115410902632,313725,3429014.25,2022-06-30T00:00:00.000+0000,1310355,0-10M,0.15414115410902632,313725,3429014.25,2022-06-30T00:00:00.000+0000,0,0,0,0.15414115410902632,313725,3429014.25,2022-06-30T00:00:00.000+0000,0,0,0,0.15414115410902632,313725,3429014.25,2022-06-30T00:00:00.000+0000,0,0,0,0.15414115410902632,313725,3720778.5,2022-06-30T00:00:00.000+0000,0,0,-291764.25,0.03325046650515055,67675,655094,2022-03-31T00:00:00.000+0000,0.12089068760387577,246050,2773920.25,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,002V15-E,FRO-US,Frontline Ltd.,Bridgeway Capital Management LLC,Investment Adviser,0.5336288388805912,1086100,11871073,2022-06-30T00:00:00.000+0000,5440,0-10M,0.5336288388805912,1086100,11871073,2022-06-30T00:00:00.000+0000,0,0,0,0.5336288388805912,1086100,11871073,2022-06-30T00:00:00.000+0000,0,0,0,0.5336288388805912,1086100,11871073,2022-06-30T00:00:00.000+0000,0,0,0,0.5336288388805912,1086100,12881146,2022-06-30T00:00:00.000+0000,0,0,-1010073,0.5336288388805912,1086100,10513448,2022-03-31T00:00:00.000+0000,0,0,1357625,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,0038R8-E,FRO-US,Frontline Ltd.,Marin Capital Partners LP,Hedge Fund Manager,0.0007075090028432477,1440,15739.199999999999,2005-03-31T00:00:00.000+0000,null,null,0.0007075090028432477,1440,15739.199999999999,2005-03-31T00:00:00.000+0000,0,0,0,0.0007075090028432477,1440,15739.199999999999,2005-03-31T00:00:00.000+0000,0,0,0,0.0007075090028432477,1440,15739.199999999999,2005-03-31T00:00:00.000+0000,0,0,0,0.0007075090028432477,1440,17078.399999999998,2005-03-31T00:00:00.000+0000,0,0,-1339.199999999999,0.0007075090028432477,1440,13939.199999999999,2005-03-31T00:00:00.000+0000,0,0,1800,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,003LBB-E,FRO-US,Frontline Ltd.,AQR Capital Management LLC,Hedge Fund Manager,0.00664124943849457,13517,147740.81,2022-06-30T00:00:00.000+0000,145451,0-10M,0.00664124943849457,13517,147740.81,2022-06-30T00:00:00.000+0000,0,0,0,0.00664124943849457,13517,147740.81,2022-06-30T00:00:00.000+0000,0,0,0,0.00664124943849457,13517,147740.81,2022-06-30T00:00:00.000+0000,0,0,0,0.00664124943849457,13517,160311.62,2022-06-30T00:00:00.000+0000,0,0,-12570.809999999998,0.0036800294661777262,7490,72503.2,2022-05-31T00:00:00.000+0000,0.0029612199723168435,6027,75237.61,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,003QFJ-E,FRO-US,Frontline Ltd.,MissionSquare Investments,Investment Adviser,0.00978180329000432,19909,217605.37,2022-08-31T00:00:00.000+0000,47209,0-10M,0.00978180329000432,19909,217605.37,2022-08-31T00:00:00.000+0000,0,0,0,0.00978180329000432,19909,217605.37,2022-08-31T00:00:00.000+0000,0,0,0,0.00978180329000432,19909,217605.37,2022-08-31T00:00:00.000+0000,0,0,0,0.00978180329000432,19909,236120.74,2022-08-31T00:00:00.000+0000,0,0,-18515.369999999995,0.00978180329000432,19909,192719.12,2022-05-31T00:00:00.000+0000,0,0,24886.25,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,003R12-E,FRO-US,Frontline Ltd.,New England Securities Corp.,Investment Adviser,0.000005895908357027065,12,131.16,2014-12-31T00:00:00.000+0000,null,null,0.000005895908357027065,12,131.16,2014-12-31T00:00:00.000+0000,0,0,0,0.000005895908357027065,12,131.16,2014-12-31T00:00:00.000+0000,0,0,0,0.000005895908357027065,12,131.16,2014-12-31T00:00:00.000+0000,0,0,0,0.000005895908357027065,12,142.32,2014-12-31T00:00:00.000+0000,0,0,-11.159999999999997,0.000005895908357027065,12,116.16,2014-12-31T00:00:00.000+0000,0,0,15,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,003RQT-E,FRO-US,Frontline Ltd.,Spot Trading LLC,Broker,0.0023239705440615014,4730,51698.9,2017-09-30T00:00:00.000+0000,null,null,0.0023239705440615014,4730,51698.9,2017-09-30T00:00:00.000+0000,0,0,0,0.0023239705440615014,4730,51698.9,2017-09-30T00:00:00.000+0000,0,0,0,0.0023239705440615014,4730,51698.9,2017-09-30T00:00:00.000+0000,0,0,0,0.0023239705440615014,4730,56097.799999999996,2017-09-30T00:00:00.000+0000,0,0,-4398.899999999994,0.0023239705440615014,4730,45786.4,2017-09-30T00:00:00.000+0000,0,0,5912.5,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,003RRD-E,FRO-US,Frontline Ltd.,Susquehanna Financial Group LLLP,Broker,0.18924244451258695,385167,4209875.31,2022-06-30T00:00:00.000+0000,null,null,0.18924244451258695,385167,4209875.31,2022-06-30T00:00:00.000+0000,0,0,0,0.18924244451258695,385167,4209875.31,2022-06-30T00:00:00.000+0000,0,0,0,0.18924244451258695,385167,4209875.31,2022-06-30T00:00:00.000+0000,0,0,0,0.18924244451258695,385167,4568080.62,2022-06-30T00:00:00.000+0000,0,0,-358205.3100000005,0.10724559036292947,218278,2112931.04,2022-03-31T00:00:00.000+0000,0.08199685414965749,166889,2096944.2699999996,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
MXPRKX-S,004B4Z-E,FRO-US,Frontline Ltd.,TD Options LLC,Broker,0.0010823905092108854,2203,24078.79,2009-09-30T00:00:00.000+0000,null,null,0.0010823905092108854,2203,24078.79,2009-09-30T00:00:00.000+0000,0,0,0,0.0010823905092108854,2203,24078.79,2009-09-30T00:00:00.000+0000,0,0,0,0.0010823905092108854,2203,24078.79,2009-09-30T00:00:00.000+0000,0,0,0,0.0010823905092108854,2203,26127.579999999998,2009-09-30T00:00:00.000+0000,0,0,-2048.7899999999972,0.0010823905092108854,2203,21325.04,2009-09-30T00:00:00.000+0000,0,0,2753.75,BM,Bermuda,Marine Shipping,Deep Sea Foreign Transportation of Freight,Transportation
